ID,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,property_value,income,Credit_Score,LTV,dtir1,loan_type,loan_purpose,Credit_Worthiness,age,Region,occupancy_type,business_or_commercial,Status
25113,196500,3.875,0.5523,3620,360,248000,4020,700,79.23387097,45,type1,p4,l1,>74,south,pr,nob/c,0
25114,56500,NULL,NULL,NULL,180,158000,2220,762,35.75949367,20,type1,p4,l1,55-64,south,pr,nob/c,1
25115,546500,NULL,NULL,NULL,360,NULL,10440,746,NULL,NULL,type1,p3,l1,45-54,south,pr,nob/c,1
25116,336500,3.25,-0.2676,10510.76,324,808000,4800,592,41.6460396,43,type1,p4,l1,25-34,south,pr,nob/c,0
25117,986500,4.375,0.8453,19700,360,1298000,12240,703,76.00154083,42,type1,p3,l1,45-54,south,pr,nob/c,0
25118,566500,3.375,0.5851,0,360,578000,7620,613,98.01038062,50,type2,p1,l1,25-34,North,pr,b/c,0
25119,526500,3.75,0.042,0,360,748000,9660,697,70.38770053,45,type1,p4,l1,35-44,south,pr,nob/c,0
25120,476500,NULL,NULL,NULL,360,NULL,6480,740,NULL,NULL,type1,p3,l1,45-54,North,pr,nob/c,1
25121,186500,3.5,0.5933,3454.55,360,218000,4260,545,85.55045872,49,type2,p3,l1,55-64,south,pr,b/c,0
25122,316500,4.75,0.5864,5301.38,360,418000,5280,710,75.71770335,39,type1,p3,l1,55-64,south,pr,nob/c,0
25123,276500,4.125,0.616,6656,360,318000,10740,664,86.94968553,31,type1,p3,l1,35-44,North,pr,nob/c,0
25124,606500,3.625,0.9243,0,360,648000,NULL,522,93.59567901,NULL,type2,p4,l1,35-44,central,pr,b/c,0
25125,476500,3.99,0.4919,7618.75,360,638000,8160,789,74.68652038,41,type1,p3,l1,25-34,North,pr,nob/c,0
25126,526500,4.375,0.0742,0,360,788000,9960,898,66.81472081,24,type1,p4,l1,25-34,North,pr,nob/c,0
25127,566500,3.625,-0.2959,0,360,928000,13500,693,61.04525862,23,type1,p4,l1,35-44,North,pr,nob/c,0
25128,236500,4.5,0.7409,1752.4,360,318000,5400,571,74.37106918,41,type1,p3,l1,65-74,North,pr,nob/c,0
25129,256500,4.875,0.6868,3698,360,388000,7320,597,66.10824742,19,type1,p3,l1,45-54,North,pr,nob/c,0
25130,586500,NULL,NULL,NULL,360,NULL,8220,680,NULL,NULL,type1,p1,l1,65-74,North,pr,nob/c,1
25131,316500,NULL,NULL,NULL,360,NULL,5640,571,NULL,NULL,type1,p3,l1,>74,North,pr,nob/c,1
25132,156500,4.5,0.4876,2812.5,360,278000,3600,575,56.29496403,23,type1,p1,l1,45-54,North,pr,nob/c,0
25133,436500,3.99,0.5022,0,360,518000,6600,694,84.26640927,44,type1,p4,l1,35-44,North,pr,nob/c,0
25134,486500,3.99,0.2872,4275,360,938000,16080,581,51.86567164,39,type1,p3,l1,55-64,south,pr,nob/c,0
25135,356500,NULL,NULL,NULL,360,488000,5100,796,73.05327869,40,type1,p3,l1,35-44,North,pr,nob/c,1
25136,266500,NULL,NULL,NULL,360,378000,2700,678,70.5026455,42,type1,p4,l1,45-54,south,pr,nob/c,1
25137,186500,4.25,-0.0995,1552.63,360,418000,2280,714,44.61722488,38,type1,p3,l1,65-74,North,pr,nob/c,0
25138,126500,4.875,1.2777,1928.39,240,218000,5340,871,58.02752294,44,type1,p3,l1,45-54,North,pr,nob/c,0
25139,276500,NULL,NULL,NULL,360,388000,4680,800,71.2628866,47,type1,p3,l1,65-74,south,pr,nob/c,1
25140,106500,4.25,0.7565,2980.63,360,148000,2460,700,71.95945946,40,type1,p1,l1,65-74,North,pr,nob/c,0
25141,386500,3.99,0.4371,5129,360,448000,7320,880,86.27232143,36,type1,p4,l1,35-44,North,pr,nob/c,0
25142,376500,4.75,0.362,0,360,598000,6720,853,62.95986622,37,type1,p3,l1,25-34,North,pr,nob/c,0
25143,206500,3.875,0.6165,5344.5,360,288000,2760,644,71.70138889,39,type1,p3,l1,55-64,North,pr,nob/c,0
25144,286500,NULL,NULL,NULL,360,NULL,9660,898,NULL,NULL,type1,p4,l1,35-44,south,pr,nob/c,1
25145,486500,3.625,-0.1498,906.97,360,888000,5040,717,54.78603604,38,type1,p2,l1,25-34,North,pr,nob/c,0
25146,406500,4.375,-0.0155,NULL,360,808000,5580,773,50.30940594,42,type1,p4,l1,25-34,south,pr,nob/c,0
25147,146500,NULL,NULL,NULL,180,158000,4620,868,92.72151899,43,type1,p1,l1,45-54,North,pr,nob/c,1
25148,156500,3.75,0.9347,2607.66,360,178000,5460,540,87.92134831,50,type2,p3,l1,55-64,south,pr,b/c,0
25149,476500,4.75,0.4465,0,360,498000,6600,718,95.68273092,45,type1,p4,l1,35-44,North,pr,nob/c,0
25150,86500,NULL,NULL,NULL,360,208000,2220,786,41.58653846,42,type1,p4,l1,45-54,North,ir,nob/c,1
25151,246500,4.625,0.5163,7064.56,360,298000,2580,713,82.71812081,43,type1,p3,l1,>74,North,pr,nob/c,0
25152,596500,3.625,-0.1969,2572.4,360,608000,5100,874,98.10855263,60,type3,p3,l1,65-74,North,pr,nob/c,0
25153,556500,3.99,0.4568,12800,360,838000,8100,647,66.40811456,41,type1,p4,l1,55-64,North,pr,nob/c,0
25154,1226500,4.99,1.3059,12500,360,1758000,16260,711,69.76678043,37,type1,p1,l1,45-54,south,ir,nob/c,0
25155,266500,NULL,NULL,NULL,360,NULL,8880,625,NULL,NULL,type1,p1,l1,35-44,North,pr,nob/c,1
25156,196500,3.75,NULL,0,324,198000,NULL,768,99.24242424,NULL,type2,p1,l1,NULL,south,pr,b/c,1
25157,416500,3.625,-0.202,916,360,658000,5100,626,63.29787234,45,type1,p3,l1,25-34,North,pr,nob/c,0
25158,206500,NULL,NULL,NULL,360,188000,2580,500,109.8404255,60,type1,p3,l1,55-64,North,pr,nob/c,1
25159,106500,NULL,NULL,NULL,360,NULL,8100,700,NULL,NULL,type1,p3,l1,35-44,south,pr,nob/c,1
25160,386500,3.625,-0.0141,154.68,360,648000,12120,663,59.64506173,25,type1,p3,l1,45-54,North,pr,nob/c,0
25161,246500,4.125,0.0514,1305.85,360,348000,3660,538,70.83333333,33,type1,p1,l1,25-34,south,pr,nob/c,0
25162,266500,3.99,0.8946,0,360,308000,4260,695,86.52597403,54,type2,p3,l1,25-34,North,pr,b/c,0
25163,336500,3.875,0.5642,590.73,360,358000,5580,517,93.99441341,42,type1,p1,l1,35-44,North,pr,nob/c,0
25164,126500,NULL,NULL,NULL,360,148000,3000,815,85.47297297,38,type2,p3,l1,45-54,North,pr,b/c,1
25165,206500,3.99,0.3064,1150,360,378000,5220,759,54.62962963,23,type1,p1,l1,65-74,south,pr,nob/c,0
25166,66500,NULL,NULL,NULL,360,78000,1860,792,85.25641026,27,type1,p1,l1,<25,south,sr,nob/c,1
25167,476500,NULL,NULL,NULL,360,748000,9180,822,63.70320856,45,type1,p3,l1,45-54,south,pr,nob/c,1
25168,376500,4.375,-0.0845,7866.73,360,478000,8100,516,78.76569038,33,type1,p4,l1,45-54,North,pr,nob/c,0
25169,256500,3.875,0.4985,4486.63,360,278000,6840,704,92.26618705,26,type1,p1,l1,35-44,North,pr,nob/c,0
25170,316500,3.875,0.7279,810.9,240,558000,9000,808,56.72043011,32,type1,p4,l1,55-64,North,pr,nob/c,0
25171,426500,NULL,NULL,NULL,300,NULL,9360,534,NULL,NULL,type1,p1,l2,25-34,south,pr,nob/c,1
25172,216500,3.875,0.3584,3432.4,360,328000,4560,786,66.00609756,24,type1,p4,l1,55-64,North,pr,nob/c,0
25173,436500,3.5,-0.3261,9465.73,360,628000,4620,605,69.50636943,49,type1,p4,l1,35-44,south,pr,nob/c,0
25174,126500,4.99,0.5716,1150,360,298000,4260,539,42.44966443,20,type1,p3,l1,55-64,south,pr,nob/c,0
25175,96500,3.99,1.3777,3518.7,96,158000,4680,522,61.07594937,44,type1,p4,l1,65-74,south,pr,nob/c,0
25176,406500,3.99,0.342,0,360,838000,6960,812,48.50835322,31,type1,p2,l1,25-34,south,pr,nob/c,0
25177,336500,NULL,NULL,NULL,360,358000,3660,860,93.99441341,48,type1,p1,l1,25-34,North,pr,nob/c,1
25178,426500,3.5,0.005,10625,360,588000,4440,876,72.53401361,43,type1,p4,l1,35-44,North,pr,nob/c,0
25179,416500,3.875,0.812,1830,240,608000,9120,762,68.50328947,42,type1,p3,l1,35-44,North,pr,nob/c,0
25180,186500,4.75,1.3638,0,360,218000,4920,809,85.55045872,33,type2,p3,l1,25-34,North,pr,b/c,0
25181,606500,4.5,0.1971,1900,360,1508000,12060,595,40.21883289,48,type1,p3,l1,45-54,North,pr,nob/c,0
25182,446500,4,-0.0042,0,360,538000,9180,598,82.99256506,41,type1,p4,l1,55-64,North,pr,nob/c,0
25183,156500,NULL,NULL,NULL,360,158000,4860,763,99.05063291,27,type1,p4,l1,35-44,south,pr,nob/c,1
25184,256500,3.5,-0.0225,961.32,360,258000,2640,515,99.41860465,44,type1,p1,l1,35-44,south,pr,nob/c,0
25185,336500,3.25,0.0885,1036.21,180,458000,27000,508,73.47161572,24,type1,p4,l1,25-34,North,pr,nob/c,0
25186,406500,4.75,1.034,2752.55,360,668000,7920,820,60.85329341,46,type1,p3,l1,55-64,south,pr,nob/c,0
25187,266500,NULL,NULL,NULL,360,NULL,3840,529,NULL,NULL,type3,p1,l1,55-64,North,pr,nob/c,1
25188,266500,4.375,0.1812,209.91,360,258000,3840,592,103.2945736,52,type3,p1,l1,25-34,North,pr,nob/c,0
25189,156500,3.875,0.9983,NULL,240,328000,5880,545,47.71341463,23,type1,p3,l1,45-54,south,pr,nob/c,0
25190,186500,NULL,NULL,NULL,360,NULL,3180,830,NULL,NULL,type1,p4,l1,55-64,North,pr,nob/c,1
25191,636500,NULL,NULL,NULL,360,NULL,0,710,NULL,NULL,type2,p4,l1,45-54,North,pr,b/c,1
25192,286500,NULL,NULL,NULL,360,NULL,4140,551,NULL,NULL,type1,p4,l1,65-74,south,pr,nob/c,1
25193,266500,3.99,0.4438,2187.35,360,278000,3480,715,95.86330935,43,type1,p1,l1,35-44,south,pr,nob/c,0
25194,266500,3.625,0.0707,6261.1,360,378000,3660,802,70.5026455,46,type1,p3,l1,35-44,North,pr,nob/c,0
25195,226500,3.5,0.0361,6172.13,300,308000,4320,871,73.53896104,33,type1,p4,l1,45-54,south,pr,nob/c,0
25196,146500,2.75,-0.689,3230.05,360,178000,NULL,557,82.30337079,NULL,type3,p4,l1,45-54,central,pr,nob/c,0
25197,166500,5.25,1.8641,0,360,168000,2100,879,99.10714286,45,type2,p1,l1,65-74,south,pr,b/c,0
25198,76500,4.125,0.357,797.77,360,78000,1140,743,98.07692308,53,type3,p1,l1,55-64,south,pr,nob/c,0
25199,336500,NULL,NULL,NULL,360,NULL,7200,572,NULL,NULL,type1,p1,l2,45-54,south,pr,nob/c,1
25200,266500,3.99,1.1269,3952.93,360,408000,5460,699,65.31862745,43,type2,p3,l1,55-64,south,pr,b/c,0
25201,186500,4.49,1.4342,625.63,360,228000,3420,538,81.79824561,36,type2,p3,l1,65-74,North,pr,b/c,0
25202,506500,3.49,-0.0661,1481.59,360,498000,6360,617,101.7068273,36,type3,p1,l1,55-64,south,pr,nob/c,0
25203,286500,NULL,NULL,NULL,360,428000,5040,761,66.93925234,13,type1,p3,l1,55-64,south,pr,nob/c,1
25204,566500,5,0.6536,0,360,598000,7860,711,94.73244147,41,type1,p1,l1,25-34,North,pr,nob/c,0
25205,366500,3.99,0.2433,1250,360,658000,6060,640,55.69908815,44,type1,p4,l1,65-74,south,pr,nob/c,0
25206,426500,3.5,-0.2432,1250,360,668000,4800,665,63.84730539,39,type1,p4,l1,25-34,North,pr,nob/c,0
25207,296500,4,0.2527,4441,360,378000,4440,667,78.43915344,40,type1,p3,l1,35-44,North,pr,nob/c,0
25208,676500,3.49,-0.4881,3044.07,360,978000,7380,834,69.17177914,58,type3,p3,l1,65-74,North,pr,nob/c,0
25209,526500,3.5,-0.1482,4497.05,360,718000,7200,829,73.32869081,36,type1,p4,l1,35-44,central,pr,nob/c,0
25210,256500,4.5,1.0231,4750,360,368000,5100,871,69.70108696,36,type1,p3,l1,35-44,North,pr,nob/c,0
25211,266500,4.25,-0.0124,5166.3,324,328000,8340,661,81.25,12,type1,p1,l1,35-44,North,pr,nob/c,0
25212,216500,4.99,0.6818,1150,360,288000,4980,661,75.17361111,31,type1,p3,l2,45-54,North,pr,nob/c,0
25213,156500,4.625,1.0065,642.31,360,288000,4080,664,54.34027778,43,type1,p3,l1,65-74,North,pr,nob/c,0
25214,726500,NULL,NULL,NULL,360,NULL,9660,896,NULL,NULL,type1,p4,l1,35-44,south,pr,nob/c,1
25215,486500,3.75,0.0816,1644.21,360,538000,17640,856,90.42750929,28,type1,p1,l1,25-34,central,pr,nob/c,0
25216,256500,NULL,NULL,NULL,360,358000,6720,603,71.64804469,36,type2,p3,l1,55-64,central,pr,b/c,1
25217,396500,NULL,NULL,NULL,300,568000,5040,627,69.80633803,41,type1,p3,l1,35-44,North,pr,nob/c,1
25218,236500,NULL,NULL,NULL,360,NULL,3240,715,NULL,NULL,type1,p1,l1,55-64,North,pr,nob/c,1
25219,236500,NULL,NULL,NULL,360,308000,5280,595,76.78571429,31,type1,p4,l1,65-74,south,pr,nob/c,1
25220,1486500,3.625,-0.1143,5818.5,360,2128000,23760,861,69.85432331,39,type1,p1,l1,35-44,south,pr,nob/c,0
25221,156500,3.875,0.5859,4281,240,398000,4620,851,39.32160804,22,type1,p4,l2,55-64,south,pr,nob/c,0
25222,86500,4.25,0.9691,2291.25,180,248000,1620,660,34.87903226,48,type1,p3,l1,65-74,south,pr,nob/c,0
25223,1416500,3.625,0.0027,13611.13,360,3848000,24060,767,36.81133056,31,type1,p3,l1,45-54,south,pr,nob/c,0
25224,396500,2.99,-0.5806,5811.67,360,408000,NULL,656,97.18137255,NULL,type3,p4,l1,35-44,North,pr,nob/c,0
25225,486500,3,-0.2038,0,180,998000,12060,875,48.74749499,22,type1,p4,l1,35-44,south,pr,nob/c,0
25226,216500,NULL,NULL,NULL,360,338000,3840,778,64.05325444,43,type1,p3,l1,55-64,North,pr,nob/c,1
25227,266500,3.99,0.5849,2932.5,300,318000,7200,652,83.80503145,31,type1,p4,l1,35-44,North,pr,nob/c,0
25228,466500,4,-0.3286,0,360,618000,5760,577,75.48543689,36,type1,p4,l1,35-44,central,pr,nob/c,0
25229,156500,3.75,1.0431,4603.25,240,258000,3540,869,60.65891473,43,type1,p3,l1,35-44,south,pr,nob/c,0
25230,606500,NULL,NULL,NULL,360,668000,7440,758,90.79341317,57,type2,p3,l2,55-64,south,pr,b/c,1
25231,246500,NULL,NULL,NULL,360,258000,8040,701,95.54263566,24,type1,p1,l1,45-54,south,pr,nob/c,1
25232,316500,3.25,0.1267,2235,240,548000,5460,775,57.75547445,41,type1,p4,l1,45-54,North,pr,nob/c,0
25233,556500,4.75,0.61,12371.68,360,738000,71220,893,75.40650407,19,type1,p1,l1,55-64,North,ir,nob/c,0
25234,266500,NULL,NULL,NULL,360,298000,3060,870,89.4295302,56,type3,p3,l1,65-74,North,pr,nob/c,1
25235,306500,4.5,1.0522,0,360,328000,7140,785,93.44512195,40,type1,p4,l1,45-54,south,pr,nob/c,0
25236,456500,NULL,NULL,NULL,192,778000,9300,779,58.67609254,40,type1,p3,l1,45-54,south,pr,nob/c,1
25237,116500,NULL,NULL,NULL,360,138000,2520,565,84.42028986,30,type2,p3,l1,55-64,North,pr,b/c,1
25238,206500,NULL,NULL,NULL,360,NULL,5160,792,NULL,NULL,type1,p3,l1,55-64,North,pr,nob/c,1
25239,556500,NULL,NULL,NULL,360,688000,5820,753,80.88662791,43,type1,p3,l1,55-64,North,pr,nob/c,1
25240,486500,NULL,NULL,NULL,180,NULL,8700,838,NULL,NULL,type1,p4,l2,45-54,south,pr,nob/c,1
25241,186500,4.25,1.2033,0,360,208000,NULL,769,89.66346154,NULL,type2,p4,l1,25-34,North,pr,b/c,0
25242,266500,NULL,NULL,NULL,360,318000,3120,851,83.80503145,50,type1,p4,l1,65-74,North,pr,nob/c,1
25243,136500,3.5,0.6808,4341.98,360,188000,2640,517,72.60638298,38,type2,p3,l1,25-34,south,pr,b/c,0
25244,536500,4.56,0.2928,6314.88,360,818000,6720,852,65.58679707,41,type1,p4,l1,25-34,North,pr,nob/c,0
25245,186500,3.75,0.8896,2617.25,180,288000,8820,587,64.75694444,43,type1,p4,l1,55-64,North,pr,nob/c,0
25246,796500,NULL,NULL,NULL,360,2398000,8880,694,33.21517932,42,type1,p3,l1,65-74,south,pr,nob/c,1
25247,336500,3.5,0.0603,NULL,360,518000,3060,781,64.96138996,45,type1,p4,l1,55-64,North,pr,nob/c,0
25248,196500,NULL,NULL,NULL,360,228000,1620,729,86.18421053,51,type2,p3,l1,45-54,North,pr,b/c,1
25249,536500,NULL,NULL,NULL,360,NULL,6000,597,NULL,NULL,type1,p3,l1,65-74,south,pr,nob/c,1
25250,166500,3.99,0.2713,5033.28,360,238000,2520,640,69.95798319,40,type1,p3,l1,>74,North,pr,nob/c,0
25251,336500,NULL,NULL,NULL,360,NULL,5100,719,NULL,NULL,type1,p4,l1,25-34,North,pr,nob/c,1
25252,136500,3.99,0.2771,474.77,360,148000,NULL,744,92.22972973,NULL,type3,p4,l1,35-44,south,pr,nob/c,0
25253,106500,3.99,1.274,3024.13,360,138000,1860,768,77.17391304,43,type2,p3,l1,35-44,south,pr,b/c,0
25254,176500,3.99,0.3858,4335,360,228000,4320,770,77.4122807,26,type1,p4,l1,45-54,North,pr,nob/c,0
25255,446500,NULL,NULL,NULL,324,NULL,11400,850,NULL,NULL,type1,p4,l1,45-54,south,pr,nob/c,1
25256,416500,3.25,-0.4373,4150,360,418000,7200,598,99.64114833,27,type3,p1,l1,35-44,south,pr,nob/c,0
25257,96500,3.25,1.4569,3561.22,240,158000,4380,818,61.07594937,31,type2,p3,l1,55-64,North,pr,b/c,0
25258,306500,3.125,-0.5317,516.96,360,308000,NULL,614,99.51298701,NULL,type3,p4,l1,25-34,south,pr,nob/c,0
25259,406500,3.25,-0.4181,4008.15,360,718000,12000,604,56.61559889,16,type1,p3,l1,55-64,central,pr,nob/c,0
25260,416500,3.125,-0.6588,0,360,498000,NULL,892,83.63453815,NULL,type3,p4,l1,45-54,North,pr,nob/c,0
25261,156500,3.5,-0.3592,346.68,360,158000,NULL,804,99.05063291,NULL,type3,p4,l1,>74,North,pr,nob/c,0
25262,126500,4.875,1.4048,3437.5,360,178000,3360,737,71.06741573,26,type1,p3,l1,55-64,North,pr,nob/c,0
25263,406500,3.99,0.3422,NULL,360,608000,10860,888,66.85855263,30,type1,p4,l1,45-54,south,pr,nob/c,0
25264,506500,4.25,-0.1775,2995,360,728000,8100,543,69.57417582,32,type1,p4,l1,35-44,North,pr,nob/c,0
25265,516500,3.875,0.2666,6052,360,588000,6780,547,87.84013605,44,type1,p4,l1,35-44,south,pr,nob/c,0
25266,556500,3.75,0.0938,939.2,360,628000,8760,571,88.61464968,31,type1,p1,l1,35-44,central,pr,nob/c,0
25267,296500,3.625,0.4947,4543.05,240,408000,4680,803,72.67156863,45,type1,p4,l1,25-34,south,pr,nob/c,0
25268,246500,4.625,0.8672,3012.5,240,348000,3720,639,70.83333333,48,type1,p3,l1,55-64,south,pr,nob/c,0
25269,246500,3.99,0.6948,5510.58,180,338000,4320,869,72.92899408,40,type1,p3,l2,55-64,central,pr,nob/c,0
25270,226500,4.875,0.423,0,360,288000,12540,621,78.64583333,19,type1,p4,l1,55-64,south,pr,nob/c,0
25271,156500,4.125,0.6498,2428.15,360,198000,5400,715,79.04040404,42,type1,p4,l1,35-44,south,pr,nob/c,0
25272,176500,5.375,1.2083,5030.25,360,298000,9360,774,59.22818792,40,type1,p3,l1,35-44,central,ir,nob/c,0
25273,266500,3.25,0.6186,7198.44,180,408000,8280,651,65.31862745,39,type1,p4,l1,45-54,North,pr,nob/c,0
25274,216500,5.375,1.0086,32.1,360,318000,5400,728,68.08176101,44,type1,p3,l1,45-54,south,pr,nob/c,0
25275,416500,3.5,0.3769,0,360,478000,8460,618,87.13389121,43,type2,p3,l1,35-44,south,pr,b/c,0
25276,106500,NULL,NULL,NULL,360,NULL,2580,574,NULL,NULL,type1,p3,l1,65-74,North,pr,nob/c,1
25277,456500,4.25,0.5512,8167.53,360,568000,6300,505,80.36971831,44,type1,p3,l1,55-64,North,pr,nob/c,0
25278,456500,3.25,0.1061,4347.8,240,858000,12420,773,53.20512821,26,type1,p3,l1,35-44,south,pr,nob/c,0
25279,96500,NULL,NULL,NULL,360,108000,1680,716,89.35185185,41,type3,p3,l1,55-64,south,pr,nob/c,1
25280,126500,4.25,0.7491,1660,180,218000,5280,798,58.02752294,36,type1,p3,l1,35-44,south,pr,nob/c,0
25281,246500,3,-0.3326,295,360,778000,5940,807,31.68380463,27,type1,p4,l1,55-64,North,pr,nob/c,0
25282,496500,4.25,0.0349,1911.16,360,628000,30180,530,79.06050955,16,type1,p1,l1,45-54,south,pr,nob/c,0
25283,156500,NULL,NULL,NULL,360,418000,10200,729,37.44019139,37,type1,p4,l1,45-54,south,ir,nob/c,1
25284,156500,NULL,NULL,NULL,156,168000,7440,815,93.1547619,49,type1,p4,l1,65-74,south,pr,nob/c,1
25285,326500,NULL,NULL,NULL,360,NULL,8640,703,NULL,NULL,type3,p3,l1,35-44,south,pr,nob/c,1
25286,86500,NULL,NULL,NULL,228,138000,1980,668,62.68115942,40,type1,p3,l1,>74,south,pr,nob/c,1
25287,376500,3.99,0.5365,7347.81,360,398000,6180,611,94.59798995,41,type1,p1,l1,45-54,North,pr,nob/c,0
25288,206500,NULL,NULL,NULL,360,408000,3420,814,50.6127451,39,type1,p4,l1,55-64,south,pr,nob/c,1
25289,116500,4.625,1.1792,2915,360,148000,2520,843,78.71621622,43,type1,p3,l1,25-34,south,pr,nob/c,0
25290,156500,NULL,NULL,NULL,360,168000,7200,845,93.1547619,23,type1,p1,l1,65-74,south,sr,nob/c,1
25291,266500,NULL,NULL,NULL,180,NULL,11160,635,NULL,NULL,type2,p3,l1,35-44,North,pr,b/c,1
25292,136500,NULL,NULL,NULL,180,168000,3780,824,81.25,42,type2,p3,l1,35-44,central,pr,b/c,1
25293,276500,4.75,0.4465,4062.58,312,358000,4260,519,77.23463687,30,type1,p3,l1,25-34,North,pr,nob/c,0
25294,86500,3.5,0.4818,2843.93,360,108000,3480,559,80.09259259,39,type2,p4,l1,35-44,North,pr,b/c,0
25295,46500,4.875,0.7117,1700,360,98000,1320,633,47.44897959,43,type1,p1,l1,65-74,central,pr,nob/c,0
25296,356500,3.625,0.2207,295,120,958000,14640,621,37.21294363,30,type1,p3,l1,55-64,North,pr,nob/c,0
25297,456500,3.625,0.5039,4625,240,778000,6120,837,58.67609254,43,type1,p3,l1,45-54,south,pr,nob/c,0
25298,176500,4.25,0.1484,5724.7,360,298000,5760,779,59.22818792,21,type1,p3,l1,35-44,North,pr,nob/c,0
25299,516500,NULL,NULL,NULL,360,NULL,0,847,NULL,NULL,type2,p4,l1,65-74,south,pr,b/c,1
25300,876500,NULL,NULL,NULL,360,1268000,19800,885,69.12460568,45,type1,p3,l1,45-54,North,pr,nob/c,1
25301,586500,3.125,-0.4937,4557.15,360,618000,7020,584,94.90291262,51,type3,p1,l1,25-34,south,pr,nob/c,0
25302,206500,NULL,NULL,NULL,360,298000,2280,630,69.29530201,54,type1,p3,l1,35-44,central,pr,nob/c,1
25303,426500,2.99,-0.5844,NULL,360,488000,NULL,589,87.39754098,NULL,type3,p4,l1,65-74,south,pr,nob/c,0
25304,126500,4.25,1.1501,2378.01,360,148000,2940,714,85.47297297,42,type2,p3,l1,45-54,North,pr,b/c,0
25305,306500,NULL,NULL,NULL,360,NULL,5040,723,NULL,NULL,type1,p1,l1,25-34,North,pr,nob/c,1
25306,246500,4.99,1.0852,4550,360,348000,5040,654,70.83333333,27,type1,p3,l1,45-54,south,pr,nob/c,0
25307,256500,4.25,0.7649,NULL,360,358000,3720,724,71.64804469,48,type1,p2,l1,55-64,North,pr,nob/c,0
25308,126500,3.75,0.0695,252.03,360,268000,NULL,540,47.20149254,NULL,type3,p4,l1,>74,North,pr,nob/c,0
25309,386500,4.625,0.7528,0,360,498000,6960,856,77.61044177,51,type2,p3,l1,35-44,North,pr,b/c,0
25310,156500,4.75,1.2757,0,360,178000,2580,527,87.92134831,61,type2,p3,l2,25-34,south,pr,b/c,0
25311,486500,NULL,NULL,NULL,360,NULL,12660,605,NULL,NULL,type1,p4,l1,45-54,south,pr,nob/c,1
25312,406500,3.5,-0.1484,215,360,558000,4620,738,72.84946237,38,type1,p1,l1,25-34,North,pr,nob/c,0
25313,656500,3.49,0.1197,11470.17,360,708000,11220,811,92.7259887,31,type3,p3,l1,55-64,south,pr,nob/c,0
25314,506500,3.75,0.2438,6252.81,360,588000,7380,546,86.13945578,35,type1,p1,l1,25-34,North,pr,nob/c,0
25315,196500,4.5,0.6424,3705.5,360,258000,4200,569,76.1627907,27,type1,p3,l1,45-54,south,pr,nob/c,0
25316,566500,3.875,0.1438,1728.49,360,608000,6360,806,93.17434211,46,type1,p1,l1,35-44,North,pr,nob/c,0
25317,106500,5.125,1.153,1235,360,448000,7380,537,23.77232143,24,type1,p4,l1,65-74,North,ir,nob/c,0
25318,516500,NULL,NULL,NULL,360,498000,NULL,759,103.7148594,NULL,type3,p4,l1,55-64,North,pr,nob/c,1
25319,66500,3.99,0.7174,2080,240,68000,3960,734,97.79411765,33,type3,p1,l1,65-74,south,pr,nob/c,0
25320,216500,3.625,0.8591,4850.45,360,298000,5880,517,72.65100671,30,type2,p3,l1,45-54,North,pr,b/c,0
25321,476500,3.625,-0.253,0,360,618000,9720,547,77.10355987,31,type1,p4,l1,45-54,south,pr,nob/c,0
25322,96500,4.625,1.3477,NULL,360,118000,2220,594,81.77966102,49,type1,p3,l1,>74,south,pr,nob/c,0
25323,246500,3.99,0.5641,4325.85,360,318000,3720,853,77.51572327,44,type1,p4,l1,55-64,central,pr,nob/c,0
25324,86500,4.375,0.9291,1958.35,360,118000,2820,538,73.30508475,17,type2,p3,l2,65-74,North,pr,b/c,0
25325,176500,3.875,0.3808,3029.75,312,228000,3240,836,77.4122807,40,type1,p4,l1,35-44,south,pr,nob/c,0
25326,436500,4.125,-0.0896,NULL,360,578000,6660,658,75.51903114,60,type3,p3,l1,55-64,North,pr,nob/c,0
25327,336500,3.625,0.1085,5168.85,360,558000,3780,670,60.3046595,44,type1,p3,l1,55-64,south,pr,nob/c,0
25328,216500,NULL,NULL,NULL,360,298000,4740,800,72.65100671,37,type2,p3,l1,35-44,North,pr,b/c,1
25329,366500,3.625,1.0684,1061.59,360,378000,6540,884,96.95767196,38,type2,p1,l1,25-34,North,pr,b/c,0
25330,226500,3.99,0.202,0,360,238000,NULL,583,95.16806723,NULL,type3,p4,l1,45-54,south,pr,nob/c,0
25331,126500,3.375,0.4068,1401.13,180,148000,2760,633,85.47297297,41,type1,p4,l1,45-54,North,pr,nob/c,0
25332,216500,3.875,0.8173,0,240,518000,5760,666,41.7953668,30,type1,p3,l1,35-44,North,pr,nob/c,0
25333,406500,NULL,NULL,NULL,240,678000,3780,742,59.95575221,52,type1,p3,l1,45-54,North,pr,nob/c,1
25334,206500,4.18,0.2555,4790,360,278000,3660,640,74.28057554,45,type1,p3,l1,65-74,south,pr,nob/c,0
25335,166500,3.99,0.8083,5279.54,360,198000,5460,512,84.09090909,41,type1,p4,l1,>74,North,pr,nob/c,0
25336,146500,3.99,1.3473,4285.11,180,458000,7020,508,31.98689956,27,type1,p3,l1,55-64,central,pr,nob/c,0
25337,506500,4.75,0.756,1845,360,538000,7500,699,94.14498141,45,type1,p1,l1,35-44,North,pr,nob/c,0
